,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Unnamed: 10,SeriesFirstDown,Unnamed: 12,NextScore,Description,TeamWin,Unnamed: 16,Unnamed: 17,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
13156,2020100404,2020-10-04,2,10,10,DET,NO,1,10,25,,1,,0,(10:10) 9-M.STAFFORD PASS DEEP RIGHT TO 83-J.JAMES TO NO 44 FOR 31 YARDS (27-M.JENKINS).,0,,,2020,31,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13174,2020100407,2020-10-04,4,12,51,TB,LAC,2,20,45,,1,,0,(12:51) (SHOTGUN) 12-T.BRADY PASS DEEP RIGHT TO 13-M.EVANS TO LAC 7 FOR 48 YARDS (24-N.ADDERLEY).,0,,,2020,48,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
13178,2020100407,2020-10-04,4,2,35,LAC,TB,2,7,28,,0,,0,"(2:35) 10-J.HERBERT PASS DEEP RIGHT INTENDED FOR 13-K.ALLEN INTERCEPTED BY 24-C.DAVIS AT TB 48. 24-C.DAVIS PUSHED OB AT LAC 21 FOR 31 YARDS (88-V.GREEN). PENALTY ON TB-45-D.WHITE, ILLEGAL BLOCK ABOVE THE WAIST, 10 YARDS, ENFORCED AT LAC 49.",0,,,2020,31,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,1,0,0,,28,OWN,1,TB,0,ILLEGAL BLOCK ABOVE THE WAIST,10
13198,2020100409,2020-10-04,2,7,25,WAS,BAL,3,11,49,,1,,0,(7:25) (SHOTGUN) 7-D.HASKINS PASS SHORT LEFT TO 24-A.GIBSON TO BAL 11 FOR 40 YARDS (22-J.SMITH).,0,,,2020,40,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,49,OWN,0,,0,,0
13200,2020100409,2020-10-04,2,4,41,BAL,WAS,1,10,25,,1,,0,(4:41) (SHOTGUN) 8-L.JACKSON PASS DEEP MIDDLE TO 15-M.BROWN TO WAS 44 FOR 31 YARDS (54-K.PIERRE-LOUIS).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13218,2020100405,2020-10-04,3,6,59,HOU,MIN,2,6,49,,1,,0,(6:59) (SHOTGUN) 4-D.WATSON PASS DEEP RIGHT TO 15-W.FULLER TO MIN 8 FOR 43 YARDS (20-J.GLADNEY).,0,,,2020,43,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,49,OWN,0,,0,,0
13221,2020100405,2020-10-04,4,12,54,MIN,HOU,3,6,31,,1,,0,(12:54) (SHOTGUN) 8-K.COUSINS PASS DEEP LEFT TO 18-J.JEFFERSON PUSHED OB AT HOU 44 FOR 25 YARDS (29-P.GAINES).,0,,,2020,25,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
13228,2020100406,2020-10-04,1,12,15,SEA,MIA,2,5,48,,1,,0,(12:15) 3-R.WILSON PASS DEEP RIGHT TO 14-D.METCALF PUSHED OB AT MIA 15 FOR 37 YARDS (25-X.HOWARD).,0,,,2020,37,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
13232,2020100402,2020-10-04,1,10,52,JAX,CIN,3,10,20,,1,,0,(10:52) (SHOTGUN) 15-G.MINSHEW II PASS DEEP MIDDLE TO 10-L.SHENAULT JR. TO JAX 42 FOR 22 YARDS (38-L.SIMS).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
13256,2020100406,2020-10-04,4,7,17,SEA,MIA,1,10,42,,1,,0,(7:17) 3-R.WILSON PASS SHORT LEFT TO 16-T.LOCKETT PUSHED OB AT MIA 28 FOR 30 YARDS (28-B.MCCAIN).,0,,,2020,30,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
13279,2020100407,2020-10-04,3,8,22,LAC,TB,1,10,25,,1,,0,(8:22) 10-J.HERBERT PASS SHORT LEFT TO 86-H.HENRY TO TB 46 FOR 29 YARDS (31-A.WINFIELD).,0,,,2020,29,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13288,2020100500,2020-10-05,4,1,27,ATL,GB,1,10,34,,1,,0,"(1:27) (NO HUDDLE, SHOTGUN) 2-M.RYAN PASS DEEP LEFT TO 13-C.BLAKE TO GB 45 FOR 21 YARDS (31-A.AMOS).",0,,,2020,21,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
13312,2020100410,2020-10-04,4,2,5,NYG,LA,1,10,20,,1,,0,(2:05) (SHOTGUN) 8-D.JONES PASS DEEP MIDDLE TO 86-D.SLAYTON PUSHED OB AT LA 47 FOR 33 YARDS (20-J.RAMSEY).,0,,,2020,33,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
13317,2020100412,2020-10-04,1,13,17,BUF,LV,3,6,29,,1,,0,(13:17) (SHOTGUN) 17-J.ALLEN PASS DEEP RIGHT TO 14-S.DIGGS PUSHED OB AT 50 FOR 21 YARDS (24-J.ABRAM).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
13325,2020100413,2020-10-04,3,7,38,PHI,SF,2,6,25,,1,,0,"(7:38) 11-C.WENTZ PASS SHORT RIGHT TO 85-R.RODGERS PUSHED OB AT PHI 48 FOR 23 YARDS (54-F.WARNER). CAUGHT AT THE PH 26, 22 YD YAC",0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13342,2020100402,2020-10-04,4,11,14,CIN,JAX,2,13,48,,1,,0,(11:14) (SHOTGUN) 9-J.BURROW PASS DEEP RIGHT TO 85-T.HIGGINS PUSHED OB AT JAX 29 FOR 23 YARDS (29-J.JONES). JAX-25-D.HAYDEN WAS INJURED DURING THE PLAY.,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
13348,2020100403,2020-10-04,1,12,7,DAL,CLE,1,10,12,,1,,0,(12:07) 4-D.PRESCOTT PASS SHORT RIGHT TO 86-D.SCHULTZ PUSHED OB AT DAL 37 FOR 25 YARDS (42-K.JOSEPH).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,12,OWN,0,,0,,0
13360,2020100406,2020-10-04,2,0,19,SEA,MIA,1,10,36,,1,,0,(:19) (SHOTGUN) 3-R.WILSON PASS DEEP LEFT TO 83-D.MOORE PUSHED OB AT MIA 7 FOR 57 YARDS (33-J.PERRY).,0,,,2020,57,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
13384,2020100501,2020-10-05,1,13,0,KC,NE,3,5,44,,1,,0,(13:00) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 10-T.HILL TO NE 34 FOR 22 YARDS (31-J.JONES).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
13409,2020101101,2020-10-11,3,9,50,BAL,CIN,3,5,25,,1,,0,(9:50) (SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 15-M.BROWN RAN OB AT CIN 45 FOR 30 YARDS (59-A.DAVIS-GAITHER).,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13414,2020100501,2020-10-05,1,3,58,KC,NE,1,10,16,,1,,0,(3:58) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 14-S.WATKINS TO KC 37 FOR 21 YARDS (51-J.BENTLEY; 35-K.DUGGER).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,16,OWN,0,,0,,0
13454,2020101100,2020-10-11,2,2,40,CAR,ATL,3,4,43,,1,,0,"(2:40) (SHOTGUN) 5-T.BRIDGEWATER PASS SHORT LEFT TO 12-D.MOORE FOR 57 YARDS, TOUCHDOWN.",0,,,2020,57,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,43,OWN,0,,0,,0
13460,2020101100,2020-10-11,2,0,59,CAR,ATL,1,10,48,,1,,0,(:59) (SHOTGUN) 5-T.BRIDGEWATER PASS SHORT RIGHT TO 28-M.DAVIS PUSHED OB AT ATL 29 FOR 23 YARDS (54-F.OLUOKUN).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
13476,2020101100,2020-10-11,4,0,28,ATL,CAR,4,10,42,,1,,0,(:28) (SHOTGUN) 2-M.RYAN PASS DEEP LEFT TO 18-C.RIDLEY TO CAR 36 FOR 22 YARDS (25-T.PRIDE).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
13501,2020100413,2020-10-04,2,4,25,SF,PHI,3,6,45,,1,,0,"(4:25) (SHOTGUN) 4-N.MULLENS PASS DEEP RIGHT TO 85-G.KITTLE TO PHI 17 FOR 38 YARDS (22-M.EPPS; 34-C.LEBLANC). CAUGHT AT PH 26, 9 YD YAC",0,,,2020,38,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
13519,2020101105,2020-10-11,2,7,58,ARI,NYJ,3,6,32,,1,,0,(7:58) (SHOTGUN) 1-K.MURRAY PASS SHORT RIGHT INTENDED FOR 13-C.KIRK INTERCEPTED BY 54-A.WILLIAMSON (46-N.HEWITT) AT ARI 31. 54-A.WILLIAMSON PUSHED OB AT ARI 10 FOR 21 YARDS (41-K.DRAKE).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,32,OWN,0,,0,,0
13561,2020101111,2020-10-11,1,6,1,DAL,NYG,2,8,40,,1,,0,"(6:01) 4-D.PRESCOTT PASS SHORT LEFT INTENDED FOR 21-E.ELLIOTT INTERCEPTED BY 51-K.FACKRELL AT DAL 46. 51-K.FACKRELL FOR 46 YARDS, TOUCHDOWN.",0,,,2020,46,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0
13584,2020101108,2020-10-11,3,8,28,LA,WAS,3,4,41,,1,,0,(8:28) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 10-C.KUPP PUSHED OB AT WAS 10 FOR 49 YARDS (30-T.APKE).,0,,,2020,49,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
13604,2020101109,2020-10-11,2,4,1,MIA,SF,2,11,20,,1,,0,"(4:01) (SHOTGUN) 14-R.FITZPATRICK PASS DEEP LEFT TO 88-M.GESICKI TO SF 10 FOR 70 YARDS (20-J.WARD). CAUGHT AT MIA46, 44 YAC",0,,,2020,70,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
13608,2020101109,2020-10-11,2,0,26,SF,MIA,3,10,25,,1,,0,(:26) (SHOTGUN) 10-J.GAROPPOLO PASS DEEP RIGHT INTENDED FOR 19-D.SAMUEL INTERCEPTED BY 25-X.HOWARD AT SF 48. 25-X.HOWARD TO SF 19 FOR 29 YARDS (28-J.MCKINNON).,0,,,2020,29,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0
13641,2020101110,2020-10-11,2,8,31,CLE,IND,1,10,37,,1,,0,"(8:31) 6-B.MAYFIELD PASS DEEP LEFT TO 13-O.BECKHAM TO IND 37 FOR 26 YARDS (31-T.WILSON). INDIANAPOLIS CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #3.)",0,,,2020,26,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,1,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
13699,2020101112,2020-10-11,1,14,49,MIN,SEA,2,10,23,,1,,0,(14:49) 8-K.COUSINS PASS DEEP LEFT TO 84-I.SMITH TO MIN 46 FOR 23 YARDS (35-R.NEAL).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
13731,2020101800,2020-10-18,4,9,12,CAR,CHI,1,10,35,,1,,0,(9:12) (SHOTGUN) 5-T.BRIDGEWATER PASS DEEP LEFT TO 12-D.MOORE TO CHI 27 FOR 38 YARDS (33-J.JOHNSON).,0,,,2020,38,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
13735,2020101801,2020-10-18,1,15,0,IND,CIN,1,10,25,,1,,0,(15:00) (SHOTGUN) 17-P.RIVERS PASS SHORT LEFT TO 28-J.TAYLOR TO IND 47 FOR 22 YARDS (71-X.WILLIAMS).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13740,2020101102,2020-10-11,2,3,50,JAX,HOU,2,4,31,,1,,0,(3:50) 15-G.MINSHEW II PASS DEEP LEFT TO 10-L.SHENAULT JR. TO HOU 44 FOR 25 YARDS (50-T.ADAMS; 21-B.ROBY).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
13744,2020101102,2020-10-11,3,7,11,HOU,JAX,1,10,38,,1,,0,(7:11) 4-D.WATSON PASS DEEP LEFT INTENDED FOR 15-W.FULLER INTERCEPTED BY 26-J.WILSON (35-S.JONES IV) AT JAX 25. 26-J.WILSON TO HOU 27 FOR 48 YARDS (4-D.WATSON).,0,,,2020,48,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,38,OWN,0,,0,,0
13745,2020101102,2020-10-11,3,1,32,HOU,JAX,1,10,34,,1,,0,"(1:32) (NO HUDDLE, SHOTGUN) 4-D.WATSON PASS SHORT LEFT TO 13-B.COOKS PUSHED OB AT JAX 44 FOR 22 YARDS (35-S.JONES IV).",0,,,2020,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
13747,2020101102,2020-10-11,4,11,23,JAX,HOU,2,12,45,,1,,0,(11:23) (SHOTGUN) 15-G.MINSHEW II PASS DEEP RIGHT TO 18-C.CONLEY TO HOU 4 FOR 51 YARDS (23-E.MURRAY).,0,,,2020,51,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
13753,2020101103,2020-10-11,1,0,46,LV,KC,3,1,37,,1,,0,(:46) 4-D.CARR PASS DEEP LEFT INTENDED FOR 83-D.WALLER INTERCEPTED BY 21-B.BREELAND AT KC 43. 21-B.BREELAND PUSHED OB AT LV 28 FOR 29 YARDS (4-D.CARR).,0,,,2020,29,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,37,OWN,0,,0,,0
13777,2020101108,2020-10-11,2,15,0,LA,WAS,2,6,44,,1,,0,"(15:00) 16-J.GOFF PASS DEEP LEFT TO 17-R.WOODS FOR 56 YARDS, TOUCHDOWN.",0,,,2020,56,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
13799,2020101103,2020-10-11,4,5,4,KC,LV,2,11,24,,1,,0,(5:04) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 25-C.EDWARDS-HELAIRE TO KC 44 FOR 20 YARDS (26-N.LAWSON).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,24,OWN,0,,0,,0
13800,2020101103,2020-10-11,4,4,55,KC,LV,1,10,44,,0,,0,"(4:55) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 11-D.ROBINSON RAN OB AT LV 36 FOR 20 YARDS. PENALTY ON KC-71-M.SCHWARTZ, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT KC 44 - NO PLAY.",0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,1,0,0,,44,OWN,1,KC,1,OFFENSIVE HOLDING,10
13828,2020101801,2020-10-18,2,7,57,IND,CIN,3,10,25,,1,,0,(7:57) (SHOTGUN) 17-P.RIVERS PASS DEEP MIDDLE TO 14-Z.PASCAL TO IND 47 FOR 22 YARDS (38-L.SIMS).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13855,2020101200,2020-10-12,4,3,50,LAC,NO,3,10,36,,1,,0,"(3:50) (SHOTGUN) 10-J.HERBERT PASS DEEP RIGHT TO 81-M.WILLIAMS FOR 64 YARDS, TOUCHDOWN. PASS 37, YAC 27",0,,,2020,64,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
13876,2020101803,2020-10-18,3,14,7,ATL,MIN,3,3,23,,1,,0,(14:07) (SHOTGUN) 2-M.RYAN PASS DEEP RIGHT TO 83-R.GAGE TO 50 FOR 27 YARDS (20-J.GLADNEY).,0,,,2020,27,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
13878,2020101803,2020-10-18,3,10,45,MIN,ATL,1,10,25,,1,,0,(10:45) 8-K.COUSINS PASS DEEP RIGHT TO 18-J.JEFFERSON PUSHED OB AT ATL 40 FOR 35 YARDS (20-K.SHEFFIELD).,0,,,2020,35,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13919,2020101800,2020-10-18,1,11,40,CAR,CHI,1,15,20,,1,,0,(11:40) (SHOTGUN) 5-T.BRIDGEWATER PASS SHORT LEFT TO 12-D.MOORE TO CAR 42 FOR 22 YARDS (59-D.TREVATHAN; 39-E.JACKSON).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
13925,2020101800,2020-10-18,3,11,4,CAR,CHI,3,3,10,,1,,0,(11:04) (SHOTGUN) 5-T.BRIDGEWATER PASS DEEP LEFT TO 11-R.ANDERSON TO CAR 30 FOR 20 YARDS (24-B.SKRINE).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,10,OWN,0,,0,,0
13933,2020101801,2020-10-18,4,11,30,CIN,IND,1,10,30,,1,,0,(11:30) 9-J.BURROW PASS SHORT RIGHT TO 85-T.HIGGINS PUSHED OB AT 50 FOR 20 YARDS (54-A.WALKER).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
13934,2020101806,2020-10-18,1,9,5,CLE,PIT,3,3,28,,1,,0,"(9:05) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE INTENDED FOR 88-H.BRYANT INTERCEPTED BY 39-M.FITZPATRICK AT CLE 33. 39-M.FITZPATRICK FOR 33 YARDS, TOUCHDOWN.",0,,,2020,33,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0
13976,2020101812,2020-10-18,3,9,52,DEN,NE,3,21,25,,1,,0,(9:52) (SHOTGUN) 3-D.LOCK PASS DEEP RIGHT TO 81-T.PATRICK PUSHED OB AT NE 40 FOR 35 YARDS (30-J.MCCOURTY). DEN-81-T.PATRICK WAS INJURED DURING THE PLAY.,0,,,2020,35,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
13987,2020101812,2020-10-18,4,3,9,NE,DEN,2,10,28,,1,,0,(3:09) (SHOTGUN) 11-J.EDELMAN PASS SHORT LEFT TO 28-J.WHITE TO 50 FOR 22 YARDS (22-K.JACKSON).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,28,OWN,0,,0,,0
14005,2020101806,2020-10-18,3,0,3,CLE,PIT,2,16,10,,1,,0,"(:03) (SHOTGUN) 5-C.KEENUM PASS SHORT MIDDLE TO 80-J.LANDRY TO CLE 34 FOR 24 YARDS (23-J.HADEN, 41-R.SPILLANE).",0,,,2020,24,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,10,OWN,0,,0,,0
14047,2020101900,2020-10-19,2,4,53,ARI,DAL,1,10,20,,1,,0,"(4:53) (SHOTGUN) 1-K.MURRAY PASS DEEP RIGHT TO 13-C.KIRK FOR 80 YARDS, TOUCHDOWN.",0,,,2020,80,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
14064,2020101200,2020-10-12,2,6,4,NO,LAC,3,4,22,,1,,0,(6:04) (SHOTGUN) 9-D.BREES PASS DEEP RIGHT INTENDED FOR 16-B.FOWLER INTERCEPTED BY 24-N.ADDERLEY AT NO 40. 24-N.ADDERLEY TO NO 1 FOR 39 YARDS (75-A.PEAT; 87-J.COOK).,0,,,2020,39,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,22,OWN,0,,0,,0
14069,2020101811,2020-10-18,3,14,54,LA,SF,1,10,29,,1,,0,"(14:54) 16-J.GOFF PASS DEEP RIGHT TO 89-T.HIGBEE PUSHED OB AT SF 40 FOR 31 YARDS (57-D.GREENLAW). CAUGHT AT SF 45, 5 YAC",0,,,2020,31,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
14086,2020102502,2020-10-25,1,8,33,CLE,CIN,2,4,10,,1,,0,(8:33) 6-B.MAYFIELD PASS DEEP RIGHT INTENDED FOR 13-O.BECKHAM JR. INTERCEPTED BY 23-D.PHILLIPS [58-C.LAWSON] AT CLE 45. 23-D.PHILLIPS TO CLE 24 FOR 21 YARDS (31-A.JANOVICH). CLE-13-O.BECKHAM JR. WAS INJURED DURING THE PLAY. CLE-64-J.TRETTER WAS INJURED DURING THE PLAY.,0,,,2020,21,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,10,OWN,0,,0,,0
14120,2020101901,2020-10-19,4,13,51,KC,BUF,2,5,11,,0,,0,"(13:51) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 11-D.ROBINSON PUSHED OB AT KC 32 FOR 21 YARDS (27-T.WHITE). PENALTY ON BUF-27-T.WHITE, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT KC 32.",0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,1,0,0,,11,OWN,1,BUF,0,UNNECESSARY ROUGHNESS,15
14150,2020102200,2020-10-22,4,1,55,PHI,NYG,1,10,40,,1,,0,(1:55) (SHOTGUN) 11-C.WENTZ PASS DEEP RIGHT TO 85-R.RODGERS TO NYG 30 FOR 30 YARDS (23-L.RYAN).,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,40,OWN,0,,0,,0
14175,2020102500,2020-10-25,2,5,32,ATL,DET,3,8,4,,1,,0,(5:32) (SHOTGUN) 2-M.RYAN PASS DEEP LEFT TO 18-C.RIDLEY TO ATL 31 FOR 27 YARDS.,0,,,2020,27,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,4,OWN,0,,0,,0
14185,2020102500,2020-10-25,3,12,14,DET,ATL,3,11,31,,1,,0,(12:14) (SHOTGUN) 9-M.STAFFORD PASS DEEP LEFT TO 19-K.GOLLADAY TO ATL 40 FOR 29 YARDS (22-K.NEAL).,0,,,2020,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
14194,2020101802,2020-10-18,1,7,4,JAX,DET,2,8,27,,1,,0,(7:04) (SHOTGUN) 15-G.MINSHEW II PASS DEEP RIGHT TO 84-K.COLE SR. RAN OB AT DET 38 FOR 35 YARDS (30-J.OKUDAH).,0,,,2020,35,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,27,OWN,0,,0,,0
14242,2020101811,2020-10-18,1,14,19,SF,LA,2,5,29,,1,,0,"(14:19) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT MIDDLE TO 19-D.SAMUEL TO LA 36 FOR 35 YARDS (43-J.JOHNSON III; 59-M.KISER). CAUGHT AT SF 24, 40 YAC",0,,,2020,35,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
14265,2020101805,2020-10-18,3,6,35,BAL,PHI,2,11,36,,1,,0,(6:35) (SHOTGUN) 8-L.JACKSON PASS DEEP RIGHT TO 15-M.BROWN TO PHI 44 FOR 20 YARDS (24-D.SLAY).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
14318,2020102507,2020-10-25,3,5,40,DAL,WAS,2,19,15,,1,,0,(5:40) (SHOTGUN) 7-B.DINUCCI PASS DEEP RIGHT TO 19-A.COOPER TO DAL 47 FOR 32 YARDS (22-D.EVERETT).,0,,,2020,32,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,15,OWN,0,,0,,0
